# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,3.7532506448750413,4.53987681156532,-0.0026290983485912716,0,3.0,-0.007832027721035213,0.0,0.0,0.0
 0.08918254005297552,3.765180933037932,4.539876264127076,-0.0026290983485912716,0.26754762015892647,2.999999999999999,-0.007832027721035213,0.0,-0.14552880339487106,0.0
 0.12575610882133095,3.7769725431077497,4.5398746276673,-0.007951606047330067,0.37726832646399283,3.0000000000000013,-0.008046714893976585,0.0,-0.19431251127076224,0.0
 0.15357071991742624,3.7886265934562133,4.539871910968423,-0.01335633297943195,0.4607121597522787,3.0,-0.008267789834168772,0.0,-0.23614842432837563,0.0
 0.1768116863515649,3.8001442024550403,4.5398681228128765,-0.018844650582722465,0.5304350590546947,2.9999999999999987,-0.008495441974677366,0.0,-0.2746308068929909,0.0
 0.19710546364875056,3.8115264884759497,4.539863271983092,-0.02441794701675522,0.5913163909462517,3.0000000000000013,-0.00872986624663423,0.0,-0.3112556693420086,0.0
 0.21528884266622714,3.822774569890659,4.539857367261501,-0.030077626823739326,0.6458665279986814,3.0,-0.008971261003606585,0.0,-0.34682646088680635,0.0
 0.23186048393782097,3.8338895650708875,4.539850417430536,-0.03582511051705195,0.6955814518134629,3.0,-0.009219830297935801,0.0,-0.3818386533578047,0.0
 0.24714632135477785,3.844872592388353,4.539842431272629,-0.041661834091789106,0.7414389640643335,3.0,-0.009475786267185085,0.0,-0.41662695311938897,0.0
 0.26137347201346617,3.855724770214774,4.539833417570211,-0.04758924852228893,0.7841204160403985,3.0000000000000018,-0.009739339149988714,0.0,-0.4514330447690346,0.0
 0.2747078317159234,3.866447216921869,4.539823385105714,-0.05360881912281471,0.8241234951477701,2.9999999999999916,-0.010010706239527994,0.0,-0.4864407650545134,0.0
 0.28727504697717443,3.8770410508813553,4.53981234266157,-0.059722024929102425,0.8618251409315232,3.0,-0.010290114369834787,0.0,-0.5217959946086101,0.0
 0.2991730551999677,3.887507390464952,4.53980029902021,-0.06593035796357626,0.8975191655999029,2.999999999999995,-0.01057778504606543,0.0,-0.5576186648324817,0.0
 0.3104800017537552,3.8978473540443783,4.539787262964066,-0.07223532240423146,0.9314400052612655,3.0000000000000098,-0.010873955217042252,0.0,-0.5940103881113731,0.0
 0.3212594619115006,3.908062059991351,4.53977324327557,-0.07863843371616491,0.9637783857345018,3.0,-0.011178857640399914,0.0,-0.6310595011898795,0.0
 0.33156401154592774,3.9181526266775895,4.5397582487371535,-0.08514121766845285,0.9946920346377831,2.9999999999999947,-0.011492732488990852,0.0,-0.6688445197645088,0.0
 0.3414377436706672,3.928120172474811,4.539742288131248,-0.09174520928970763,1.0243132310120016,3.0000000000000058,-0.011815823881078921,0.0,-0.7074365612538908,0.0
 0.35091808827645127,3.9379658157547355,4.539725370240285,-0.09845195167712538,1.0527542648293537,3.0,-0.01214837864587568,0.0,-0.7469010960124777,0.0
 0.36003715786539825,3.94769067488908,4.539707503846698,-0.10526299474772392,1.0801114735961945,2.999999999999982,-0.012490648700967999,0.0,-0.7872992282312932,0.0
 0.3688227617130887,3.957295868249563,4.539688697732917,-0.1121798938765565,1.106468285139266,3.0000000000000124,-0.012842887341602304,0.0,-0.8286886476616768,0.0
 0.37729918351919645,3.966782514207903,4.539668960681373,-0.11920420840006987,1.1318975505575892,3.0,-0.013205350322593642,0.0,-0.8711243477118417,0.0
 0.3854877866903473,3.9761517311358188,4.539648301474499,-0.12633749999620977,1.1564633600710417,2.9999999999999933,-0.013578299522791533,0.0,-0.9146591727510119,0.0
 0.39340749183501694,3.9854046374050283,4.539626728894728,-0.13358133095226524,1.1802224755050506,2.999999999999986,-0.013961992747361016,0.0,-0.959344238290994,0.0
 0.4010751580232,3.99454235138725,4.539604251724489,-0.14093726233103732,1.2032254740695998,3.0000000000000147,-0.01435669615510304,0.0,-1.0052292331060695,0.0
 0.408505890542741,4.0035659914542014,4.539580878746215,-0.14840685188307187,1.2255176716282228,2.9999999999999925,-0.01476267133519776,0.0,-1.0523626746570132,0.0
 0.4157132917932361,4.012476675977602,4.539556618742338,-0.15599165194036915,1.247139875379708,3.0000000000000075,-0.015180182663950027,0.0,-1.100792074390835,0.0
 0.4227096676772737,4.0212755233291695,4.53953148049529,-0.16369320706297694,1.2681290030318209,2.999999999999992,-0.015609497112829468,0.0,-1.1505640690677552,0.0
 0.4295061987910012,4.029963651880623,4.539505472787501,-0.17151305155673288,1.2885185963730035,3.000000000000008,-0.016050874624887374,0.0,-1.201724499316844,0.0
 0.43611308349965927,4.038542180003679,4.539478604401404,-0.1794527067752891,1.3083392504989777,3.0000000000000084,-0.016504578244815406,0.0,-1.2543184712489102,0.0
 0.4425396583556507,4.047012226070057,4.539450884119431,-0.18751367832402294,1.327618975066952,3.0000000000000173,-0.01697086977943556,0.0,-1.3083903569430888,0.0
 0.44879450010580985,4.055374908451476,4.539422320724014,-0.1956974529541362,1.3463835003174296,3.000000000000009,-0.01744999962552402,0.0,-1.3639837987553634,0.0
 0.45488551262368154,4.063631345519654,4.539392922997582,-0.20400549534652931,1.3646565378710447,3.0,-0.017942221149979495,0.0,-1.4211416622702553,0.0
 0.4608200014101479,4.071782655646309,4.53936269972257,-0.21243924460525232,1.3824600042304438,3.0000000000000093,-0.018447781913378446,0.0,-1.4799059997555102,0.0
